order_id,product_category_english,productid_count
6eee33addf2f19cbd1d8e81c851825f8,bed_bath_table,4
204e562a760b68ad78d5032698bf6840,bed_bath_table,4
2ae0a15db329f6aeea4137c433825b3a,bed_bath_table,4
179e23361d372901e40a92f8c29bd61d,telephony,4
0ec20feeac30045e916578f17c2085e2,bed_bath_table,4
d731191f76c39fe5c7d22edddb6836ba,furniture_decor,4
612d140e314dab491efb33ec8219c2ee,bed_bath_table,4
bb9552306cf6879fde49f4ba3bd94299,automotive,4
0e6844f9954c0a475641b6490c3f9739,bed_bath_table,4
780dfcd5aaf2662f3f6ce2201164394b,automotive,4
875457c60d42163f5d8bc4b4e94b2412,furniture_decor,4
3cb5915708fd5b47246994508f858ffd,tools_garden,4
08e4ccc1239f87c9220cd6a87996d455,fashion_shoes,4
2e8644b6852a0e75700c764e182ddbbe,home_utilities,3
5fbf5069e1db9d79733184b67a576c4d,beauty_health,3
3e46d4c127db26ad30843bd14fcb98f7,perfumery,3
1aa2373a5597e5431f08d809fde15d5b,furniture_decor,3
ecb4506fc58364816a5133b8abf1f645,tools_garden,3
bab35d4bee5e00cef20aed6a2cb89dd4,pet_shop,3
96acc057158c055d3508b8379df12cea,watches_gifts,3
6057795be8cc4b91b447f81088a07594,bed_bath_table,3
ed0b6f8c8617370e53735a5d963bb5b6,bed_bath_table,3
012a238ab54294a3b365812ccc82b135,furniture_decor,3
d280ffa94ba8d94d4fc416ee85612a52,bed_bath_table,3
867318eda451a721d23a5e0fbc82fcc9,construction_tools_garden,3
5528a3c9850e07ac5eeea39f275d6c5e,bed_bath_table,3
ed81dbeb0cedad4d3d1f1551b06d6ca3,tools_garden,3
55a90b35362150673d3546509274be53,pet_shop,3
eddaccd03acbce06c3db36e1b9f8cd4b,fashion_bags_accessories,3
bb44d0c37f5fcc456bbaefd9aef6adb8,computing_accessories,3
ee088b3b71973f18c74eb187567d42aa,tools_garden,3
180956bcbdf2ff42e547ec8dec11ed1f,sports_leisure,3
a8a42525a528f4f3b6c343d8cfa0a374,bed_bath_table,3
eef9ed469692b10f7592bb267b18976b,bed_bath_table,3
a8c403407745aac434946d5058faa6a6,bed_bath_table,3
d40516d201a6c180696f31d77ca651ac,books_general_interest,3
242bbe951cccc62e01cb9aa3840bbd14,bed_bath_table,3
a8db6b84057a7a3a8a38968f10853069,bed_bath_table,3
78803193be3bdf95bc16a5d9271aedb8,baby,3
7892d0d80149359046441dc6f4ae4794,beauty_health,3
3f13c6c8bb6e531e041cc02ecda5880b,furniture_decor,3
d4ab53c2b21a94c8b21d3008b2506ba2,computing_accessories,3
38b9365bb512e4746d21b59d3eaaa146,tools_garden,3
d4de2f5093e11fecfa11da7ea4a09a21,pet_shop,3
0758015124a0c9af755d31a7bf0efedc,bed_bath_table,3
f142ccab4f2274122d3b10c539737deb,bed_bath_table,3
338ffe54b65a3b8124c81ebe6d1cc4b0,home_utilities,3
bd335a38abd734d788851cb0b0fb1a48,watches_gifts,3
7a35319beabf36472c45cc9ba67f0745,sports_leisure,3
98f7b0bbb8eebba6398ec18bf1a8cf12,bed_bath_table,3
f1e2b7376f89e974ba81956b133ef935,beauty_health,3
f24e66cdbbf1d7e24f946efbc3b47bb3,fashion_shoes,3
6d6d16957081d6989c08a9622183623a,construction_tools_lighting,3
2f99eb7c20846f2cfab5cf7c257370ab,beauty_health,3
f2710c3e65b68cfc927a8aac6ecebe83,bed_bath_table,3
f2a871697115fe3d0619068a8f8eec25,fashion_bags_accessories,3
897bec88b385ac71b7a32e9d9097164a,bed_bath_table,3
aa2dc936dd126536c8f2eb4dbaf37333,bed_bath_table,3
33bfe472174712c99483919c79e837cd,bed_bath_table,3
6e0f7d433f02475118beb9c7e4082235,fashion_bags_accessories,3
62f7289ebfb6bb8bcf133442c92558d4,toys,3
6340bf3e650dce76f15cc110f8135191,bed_bath_table,3
2b0d2d60eaf705257bf8fc3eac1680d6,bed_bath_table,3
9abf2c67162c8756e2733a5f36e0ed12,furniture_decor,3
9ac24a8afcd635709e2443e878ccfbe7,bed_bath_table,3
344d7792475d51c5c3b9d41758ef8f44,sports_leisure,3
8aad4d43d259e1f1a9ca1786df7fddfe,bed_bath_table,3
c07546f624fbc5344647263c545f8af8,furniture_decor,3
7b598857cddf46a156640f69f70a6e6d,home_utilities,3
c1784d1cbbff59b5a789abe080cfaaee,perfumery,3
f41397c4cf4c8a67f5f540472acbfe4f,electronics,3
8ac5b235603eee2e21e36261b2df536c,furniture_decor,3
8adafb3466daa5395694d3a906ff9d40,sports_leisure,3
8af5834451865606adcc31b165d6ae54,fashion_bags_accessories,3
d8337c037ad19b2a0b903ccfc3e06464,watches_gifts,3
acafc483caca0c28cef0ad651d6bb9fc,computing_accessories,3
d839387d867d8d152843b37c4b8b09e8,bed_bath_table,3
accde1ef3208fde380a66c1706494ba4,furniture_decor,3
c1ff65479834ffeb424c5a78cd65ce4c,tools_garden,3
4087849bcc671e4fd0e10770daa7bff2,bed_bath_table,3
9bdf94af058f959fbc09c3ea1eb32465,furniture_decor,3
c23ef0b7332bb9b0b8e3ae45346a364f,bed_bath_table,3
f57ef42b585d020c6a058a8334fae1e6,pet_shop,3
9c3d7e9c15eacd69760b2e438fd5e3bb,watches_gifts,3
d9c5d64c3fa1b1abf251ddf4cb2683ee,furniture_decor,3
15150ddeaa74db28d29ed2ce89330311,bed_bath_table,3
638a96eb38b5a57ca8cd099c1964842d,toys,3
9c5e0415bc4c4c089aa772c9387e0f8e,bed_bath_table,3
da737ef3ec9b9835b98345f6c155cdef,watches_gifts,3
4753616d1169e6e7186b8b1bdd847209,fashion_bags_accessories,3
ae8b5df90eaf220f63f5ed4865cd222c,bed_bath_table,3
c33368133f0a06d3c803f11e48f17309,pet_shop,3
7c1e7c128210689fc46f3412f765b678,sports_leisure,3
8bf44eb0d19208f9bde92d553a6bf064,furniture_decor,3
7c29f6fa9efcbf410b4bbb9362b9f7c9,bed_bath_table,3
023669233121f0fb7899e5be2b22885f,pet_shop,3
3a3ee9aa5c27f048575edfd6d3926140,computing_accessories,3
f7ef6a6afaeb05b9f32f440bf4ef732f,fashion_bags_accessories,3
af30636aaea85d40ad4f4025c7841236,furniture_decor,3
9d1b185de3dfcc3ef01836acfbd1f7bf,furniture_decor,3
589eac637e68da58add10ee5e6710bac,computing_accessories,3
085505e898297808653c70305ae11f47,bed_bath_table,3
f926f5a21b7bab3b81bffa528bcb1ea3,bed_bath_table,3
58b178ec22e2b12ab0757e446b2ec4fd,bed_bath_table,3
dc30763d1665f5167ab925fbb51202f9,toys,3
dc3adcf742779e0c8eb5bd587ed4ec57,bed_bath_table,3
2b73fdaa269a7411454b64fea202acfe,home_utilities,3
b05ccefa0dbc75b1e0307c4da1cdb772,watches_gifts,3
c4d1c7a8479672cfedc8850e5ab6f3c8,bed_bath_table,3
c507700e9ada94e7c3c9870a9d74e5cb,bed_bath_table,3
f9fe6e11e33871e71f921d5051e72bb4,furniture_decor,3
6fb94eba66b44dad1973e9109f89136d,furniture_decor,3
034afd1b074e35a1d1dcf70c4a5641b5,watches_gifts,3
b0a2ec49c45ae3f6241044d9434ce3b2,sports_leisure,3
dcbca116084725bc77c3e8b6480c4d82,baby,3
fae621cb5d9e146a2656da4f1afe39cc,books_general_interest,3
4f438e923ccae9cd39d299ecb138a4c0,toys,3
701ba4e30193470253a5e099210a2054,watches_gifts,3
9e22fb4a47d29059ef9689ca8b26d8b3,furniture_decor,3
dda0996054bec18cafa1ede0d62dd3cb,furniture_decor,3
fb3cf8c9eb2412b0edc0a00a8f43a869,furniture_decor,3
c5e13c21c49b30c15c64f761f68ed8c2,bed_bath_table,3
fb662b5ba362e72d75d486ca4d29c9e4,fashion_male_clothing,3
ddb33b0aa1ca6227208f0ca0564f0696,bed_bath_table,3
ddc3af0538e1279d548f8e4f6cbcc9de,bed_bath_table,3
de1b36816c8787f530a0c336e2598c12,bed_bath_table,3
8db8ac0784a54cf5f37a83fdc88fa2fa,beauty_health,3
0e69198c87f4da026d7daf96d91b194d,furniture_decor,3
4fb104ec6918efe57f7e105fe598d96f,home_utilities,3
fc8c618e6370da14b6f7ddcaddcab31c,beauty_health,3
9e90b00b6d923fe64fa53888a5643760,computing_accessories,3
fcdc46a7ff9860879adcb5c85eefd7b3,construction_tools_garden,3
b22d5e326467a7e6ce236f3bc54bfde5,bed_bath_table,3
c642b243037172b9fa789eec22ab713c,computing_accessories,3
64e5cb1dfa641be49d6baa62b8f41b9c,sports_leisure,3
df56136b8031ecd28e200bb18e6ddb2e,sports_leisure,3
16311a0494e6db86617bc4486d9f1e9e,bed_bath_table,3
b27251efdb174e33b4c62af317cdc06f,sports_leisure,3
0a4c05d2e1ae812a342af2f5c9a34b36,watches_gifts,3
c6e5497dfca3f588f76e2542f686a5f7,fashion_bags_accessories,3
0eb943e25686a73425894fcc95e842e3,watches_gifts,3
c70ddc702499e20988c929a93a3f1c57,computing_accessories,3
e0138d152658a49efe819e763f0a0cc7,bed_bath_table,3
7ed3afede9e4f41bb24283da88e6e91b,furniture_decor,3
c7387d86e09f2823f6062d8c2378ce02,watches_gifts,3
7f02d70013ec3fbf6a7f5791f936d832,beauty_health,3
6590f1ba60504cc128e446309ae6bfbf,computing_accessories,3
fee26dd998861d207782234217b367ec,bed_bath_table,3
65a7c3111cd734466eb706d544e6fae4,bed_bath_table,3
fef9630717f341d93127dbf1d27650c9,furniture_decor,3
50e8eff30cc85b5bf993d52785bc082a,watches_gifts,3
e0d4f16621f76377959e79ecd61f69cb,watches_gifts,3
e0e3cde1bd7f993b460771481843727f,bed_bath_table,3
1683815c34e20076a6b3a8b1fd3d8809,furniture_decor,3
e0f96cc1ba052fe2de161845c9f24ab0,fashion_bags_accessories,3
213014b043512462e21606eccb1a4aae,sports_leisure,3
ffb9a9cd00c74c11c24aa30b3d78e03b,bed_bath_table,3
7ff1a09b20dab40c3d68630eb3b56a22,bed_bath_table,3
4845232ae57f7a4425c4a12adfa8cd06,bed_bath_table,3
168bda17add369de7d250129f41c6fb2,furniture_decor,3
c985ae8fdce216ddf62df687c3504ecb,home_utilities,3
c98ec8cb960d61c4375413b70f225104,bed_bath_table,3
71f28f100b9563aab8eeba751790d889,furniture_decor,3
5202706af09cfff62208ae5a56926b6d,computing_accessories,3
e1d78d7d328dc5311016ff1ef499dcc5,furniture_decor,3
35c3a3bbf1845fc95254bf7f2eba916f,furniture_decor,3
80ab91a3eb74b9f60c88ccb65e86197d,bed_bath_table,3
80d2f4b0e0fb1b8385d270a2d585a1e4,pet_shop,3
b3fd6f1d726da32abced71e3fc845e35,home_construction,3
5b16597db46078bb77a52724f579a731,furniture_decor,3
168d3552147af1da6282c46975968c45,home_utilities,3
3c0892663d9f2c3fd8d3d7bafc543e19,telephony,3
27704e7d86a04739ad6b19bbc202cd4d,furniture_decor,3
e298159aa5f22e9d556add24a66be952,bed_bath_table,3
195ff45c167e808ee4f7ef32d7d8c984,toys,3
4921567919029aa0950f3ebec0f91169,furniture_decor,3
52eb8ce94864a3bb1be410a545f9ed4c,bed_bath_table,3
198d82e095bb34f33adaea72cfd63885,furniture_decor,3
81b8af3e29c26237d24fbeee21ca2b18,living_room_furniture,3
81ba9566702881081845a0cde9767e2e,tools_garden,3
494b5feb45ebf3e0dd57996b45bcf69f,bed_bath_table,3
cc2999bc678cab0949b90c4759d7a284,furniture_decor,3
0ba4b12916fc52234012c61ed7ebce94,bed_bath_table,3
cc460ac4435835dfdda5526dfe84f01f,home_utilities,3
820967deb14804facfa599c683438b09,bed_bath_table,3
ccafe6201982b2369baac3ad28c67188,bed_bath_table,3
ccbf44556216d2ad81b039514a0d8877,construction_tools_garden,3
e4805728ef2799ec455a63ddd08aa52e,home_comfort,3
92f21edc7e69a84e3e521e9adc7c83b8,construction_tools_construction,3
b61f906e4d28111f250cdf42a93a5967,toys,3
e4c540c341b9a50b1a1b28e71867eb5b,sports_leisure,3
8272b63d03f5f79c56e9e4120aec44ef,beauty_health,3
3164a0591e7349349b8f57437a76133a,fashion_bags_accessories,3
0540bf9189ef17aab470c4942f760e78,toys,3
5d5401bb4bb47026d3f56a940867f04d,furniture_decor,3
685eef0e70bd850df886871cc0917e81,tools_garden,3
a3475ffe00b0ffdf1951a56d5a6b8102,bed_bath_table,3
73e1aa6df2a82994c73c52e4f46f1043,toys,3
225e39ca6a487e0cdd5c97dfc57c92ff,watches_gifts,3
ce01fb712d44ec615ee943b00b2714f6,home_utilities,3
048fec87f5858e3a91ce55d3a944b457,home_utilities,3
93e856badcb505cba97cd4dc34a64f06,stationery,3
43815de1cf66f1ea104e0d114b8e1564,bed_bath_table,3
844cfd170bcdbf34353a0f09b860b61e,bed_bath_table,3
e75011be2ec3dec23d2ed6757d35c792,furniture_decor,3
ced9efa04f0d7b0543fa0d8ab9472a6c,telephony,3
cef4e03348c70c1c8eee3647083675ab,watches_gifts,3
135226fc55b64c0e3cc388a3c12f039a,computing_accessories,3
4a514eb755fe5187e79bb4765ba82d51,bed_bath_table,3
5410087995e1ebb53c26ce8e52ff29e0,bed_bath_table,3
cf46c4a1a3f077bf5cd7e232b9bfb796,perfumery,3
84a2a019c5e35c1b7930e967601312b7,bed_bath_table,3
3d62214bc821ec54aac1a2e240b42650,books_general_interest,3
a4d1329847951b717f1049a774984fce,sports_leisure,3
5ebe913dc009bb2798496dd85fc352bc,watches_gifts,3
b8c38cf37cd17fd645f2e84101c8a679,furniture_decor,3
3d6639fefdeff87974b80dc3da00bbec,bed_bath_table,3
b8ed89bd3f1fe72244f0f616acdc7da1,bed_bath_table,3
0a77b770428bccbea7f9dbf8aec5d6ae,furniture_decor,3
cfb88f9053ce059b4de5d506ca4a2c5f,bed_bath_table,3
95329bc75845ea5b52290fba0e025e0f,bed_bath_table,3
13c6bd504e2a5056f0f471ea7b220507,baby,3
1e8d7572730e1a9c9498d628313192b4,watches_gifts,3
95820ac4fd93f004aa579562aa61bb55,computing_accessories,3
b9736e54fde9fad85e20740dc05bcf6a,toys,3
321306819534558dae9c3a1a551e91c7,furniture_decor,3
5494c710e1d7ff9770343f2abe0cf40c,furniture_decor,3
1ecf7a9583c0f92f07515fcd970004f2,bed_bath_table,3
95e0f3f5f3e71382baece16f6fa8270a,fashion_bags_accessories,3
eadd7dba4c87a895126c2cc2f33b30aa,furniture_decor,3
1a5bab5fc9814b7cc524a323bd4e80b4,bed_bath_table,3
d1145062aaf9a31027f9fdd20e8bf0c9,beauty_health,3
6a8becea75ddeafc9a476d5de46696a1,beauty_health,3
22dd3a753c65e7fcfd78f61a4ad7b32e,beauty_health,2
2318f7d3046fc9a035c165169b54d4b8,fashion_bags_accessories,2
2336042fef9de12619fab599b39f3d6d,bed_bath_table,2
233962c509ebbdb05dacfbe831d15d5b,telephony,2
235a7628971a90567378815bf35d2a67,bed_bath_table,2
2372d0c3ea71f023b269f1c1ba34f675,bed_bath_table,2
23822f9bf0e42a3e11bab993f60f84bc,books_general_interest,2
23c312ca9f0242a48a95e5643bee2645,sports_leisure,2
23fe7e1e5139248d8e9e379e1a910860,bed_bath_table,2
240143ab3914b9052e329d80e795b1c9,fashion_bags_accessories,2
24014414a15d7274cad8a2917fe1f040,beauty_health,2
24016340d5156f96d37500c78a7fe591,computing_accessories,2
24090634aff3af5ea0cbdbffc4a3e143,bed_bath_table,2
2410734c3fc6d36010cf6b1b36c2974d,pet_shop,2
245547d35a6f1c94c1e2546ab3322e0f,furniture_decor,2
24914fccbca3abf70528903ab2af4bf8,computing_accessories,2
24c6142a989e2c7774a57791c8cd449d,baby,2
24e48a0c9fc1cfb4bf9ccfd3dfd7c984,beauty_health,2
2504a8e58ea5a99cad95669ca061e307,luggage_accessories,2
2545865a7855db1c3ffd110faf83261a,computing_accessories,2
2552ad5f4b7eb7bc0650f3e1a4a1d678,furniture_decor,2
2591fdd6cc7718bac11436b57abd8163,tools_garden,2
25ac4ce9dc6e0aec3de36e0f11979484,baby,2
25b6ae31ba1a3067f78230921e80422d,bed_bath_table,2
25d0b5f3b18171a316c74039473013aa,bed_bath_table,2
25de47610b1fe93d066d999828c0fe57,home_utilities,2
2609c6729fdff11b1686733d0852c7ed,fashion_underwear_beachwear,2
260c1e77793a506e09dd0f8135109966,sports_leisure,2
267db43542633efa0839c965b2ad2f31,furniture_decor,2
26bd26a21d87b4594128d26b3b24e8d8,consoles_games,2
26bfc6c6251ef7eda55f7bc7f11e9647,baby,2
2703a0a31bb43692da23f4da8cf531d0,bed_bath_table,2
27446e58f8fae19b8a6bcd15ca43f0ac,construction_tools_construction,2
27890ab4f1e69e4ada365fda76df26df,bed_bath_table,2
27a186a0cfc53be941fc115cc408bfbc,bed_bath_table,2
27a60637f7cda35d14945994e8160c6f,home_utilities,2
27cd2ebe0ab4174836a87975c23fa80f,automotive,2
27dbd42aa8b64d7a5b2439f14b649189,home_utilities,2
27f7d43a44061f79fa0e259a3b9a7922,tools_garden,2
2804019a383c2bf8db7dde416cf663d2,computing_accessories,2
2804b32d150c753fbd49da4d9c0c3158,automotive,2
28116a9f673362aaa7a4349192ad5e61,sports_leisure,2
28249398ab902fae0b07378e03da3729,automotive,2
2850436e0937a8f3408d9b9929a455dc,signaling_safety,2
28598ad2a5574e7033f5b0e51c30f6d3,fashion_bags_accessories,2
2868cec2c0d3cc29873e13a46f55f532,stationery,2
28a1ff56441c9df5d5bfaead83cd76fd,beauty_health,2
28aca242b9f57bd41f8a1d1791f4e761,consoles_games,2
28c723236c59abdde8cca758e1afd07a,bed_bath_table,2
28f3f76a069124ea37b2e0c43408ae47,bed_bath_table,2
2907ff34cf73f01cce80c9b882cb5e8e,telephony,2
291cc6d48f9475a822aecd9c9a78d4ac,toys,2
293f1f31a342e210ff008a393e2955bd,construction_tools_garden,2
29656da67c9da8377949302afdef7c69,telephony,2
2996508e094e566883c9b4da24cb4d30,watches_gifts,2
299a083b6bd82294402dfa7d0df9980c,bed_bath_table,2
299e8d399d78b7abc915b3d059a6c712,bed_bath_table,2
2a28f1cc22bf3914a246fdbd73d9845a,bed_bath_table,2
2a6d616eaf63de4f52782d2df79f405b,bed_bath_table,2
2a93ce7a0ff5c657ce85f7b75d26408f,unknown,2
2abed06af11ab7e3bc833f1b1535ba25,stationery,2
2b05d12915aef151cf97bb4e2a5ca58d,toys,2
2b174fe50fe22617055b7220b4b43c26,bed_bath_table,2
2b4d04cfb81d2dbb1ab48f9e2a7ac6b9,bed_bath_table,2
2b5d5c1847d069c5efeb82f4056c15d8,home_utilities,2
2b669d60912d3d0f9ab639002e8883f0,bed_bath_table,2
2ba6e26fe85d1d6a13cc4d830c88c1ea,bed_bath_table,2
2baf80a0f30b1660ef1d0653314c04dd,baby,2
2bb6b9ebbb0ae5423d46be8e62e09538,tools_garden,2
2bedc0d7231e504d0476c606108e7e73,books_general_interest,2
2c274f7060d339f907c2388d08f166d6,bed_bath_table,2
2c293bd3c9f41735731112a36cbcaf81,fashion_bags_accessories,2
2c43da70769acf988d27b050b189c7fe,bed_bath_table,2
2c6c5c881336bcec2d8c89cb05184a81,furniture_decor,2
2c9802d8dcf6a98e04bc7dc09cb33c65,home_utilities,2
2ca6cbdba183a28bab6ed5d2add83f7a,perfumery,2
2cbb35d23159c9f44b1e6ee4735181d2,beauty_health,2
2ce3c61f3add382691fcad6a04f52680,beauty_health,2
2ce76cebf99f85d0ab90dc021c02c59d,toys,2
2d089d0a3acc8734734e60850db44254,furniture_decor,2
2d1f08f7693e119a191d97d953258189,beauty_health,2
2d2ce74a9a75fd5144160b74f0d536cc,watches_gifts,2
2d5adcccaa6ce21103988fcb96940e78,bed_bath_table,2
2d5ae830c6d01bd20fb19d16cef10ce3,fashion_bags_accessories,2
2d5fe300d9ae2c54ed035449aac94391,stationery,2
2d69f10ad3b8448d288a26023ff5f977,furniture_decor,2
2da01b4da104add683f87af323a0e9d1,perfumery,2
2da8bce3611134cc95cb5d33bf1e2d3b,stationery,2
2dd1110225406663fec91a10b3c47c4a,stationery,2
2dd30e05504d2714a28029f29ea95d80,tools_garden,2
2e0f8d9b7a9374b8fe5ab2d24a44364a,telephony,2
2e157e2216996cc38981cc6b4d26b9f2,perfumery,2
2e2ae1b26bad0347f97312736a625b53,watches_gifts,2
2e2e5704a61134b26dfce687c6e56c8c,sports_leisure,2
2e7a8482f6fb09756ca50c10d7bfc047,furniture_decor,2
2e93767495538de2e1c896a700ec7a6d,automotive,2
2ea42a9244db919209a5b414c749a085,fashion_bags_accessories,2
2eadaf71d4f29fd92a626c6a068ff74d,beauty_health,2
2eb868f2f7abdf4284337d1cdeb7399b,tools_garden,2
2edcf6adbf3719366560d6863cb28799,furniture_decor,2
2ef4a11b6e24fdfbb43b92cb5f95edff,arts_crafts,2
2f1134015ad299ec4f3ae950c5761e69,bed_bath_table,2
2f5521a15f1ab0eb646209fa271d9de4,beauty_health,2
2f6251551aaa1868831b65a26562a692,sports_leisure,2
2f7b0d36ffcaf0277583329ded34c97d,bed_bath_table,2
2f7c478f21ac2d388886deb706e200b3,furniture_decor,2
2f90cbbae872c312d21619dbd02ab3a5,computing_accessories,2
2fc7fe2e06e84beba127768beb2f705e,beauty_health,2
2fcaf8d9c9070537c1c42e1e159fbd8b,bed_bath_table,2
2fcb286cb29d51ba670d1ae35aeacab6,bed_bath_table,2
2fd1c83dd4714cf3cf796fffb6c8de62,baby,2
2feeb978d52b202f87c0237fd2564f19,automotive,2
30125d2cf4cec0bf9e4840def6c4e7b1,bed_bath_table,2
30207f5d26e6ca2cb7ef1b25fa2585cc,toys,2
302a306110f1644dba1d952dc291fd4c,bed_bath_table,2
302e20550af8f4aa30223f3cabcc14c0,perfumery,2
304d09edb1e5147a08dde21e0efc3443,watches_gifts,2
3058f418c175f89b5dc680bcb5634ab1,fashion_bags_accessories,2
307691e9d5567f71a6ad5945a34170f7,furniture_decor,2
309b9de8813533826a3005f94bee92b9,furniture_decor,2
30bdf3d824d824610a49887486debcaf,computing_accessories,2
30cf02a409922ad0e5c0f683ad9c45f0,bed_bath_table,2
30e306d7092ec3bf44efabf012cdd06e,toys,2
30e92ef45b77af51660f221fbb2b94e3,stationery,2
30f54cfb85a2cf596ee5b7a589d3ffa0,watches_gifts,2
30f98311688b9a0cc176d88c32b308d3,musical_instruments,2
3102ea2ab7ac2a1a88a1286fe68d8ed8,cool_stuff,2
311155a0f4009bd8e4936e0ce45324ae,construction_tools_safety,2
31228e47008f9cc210b5e033723dad1d,sports_leisure,2
314277faca3df2b7c0def6499dc16867,telephony,2
314313f56bd89ca04231bb9378291806,construction_tools_lighting,2
314bb8fdc89b0dafae07549f10aaa5e0,watches_gifts,2
3151632a0a68e4f69a7f29961a091904,bed_bath_table,2
3162e7a4bd72ecb02f89eba7df43673e,sports_leisure,2
316689f43f1ba849c8cb83df6f355632,pet_shop,2
31b3e1e5188e76431af2242ebbfb4ba4,watches_gifts,2
31d9a6982f9690f7618f0a5d647504b0,baby,2
31eab59cdc8b996f70446d918f2f782e,cool_stuff,2
31ebb964e83b9262b17cf1583a3eb45f,office_furniture,2
31f280f556b8d9944ab746adcfcc7d83,beauty_health,2
320dcf288de15e4ff06ebbfce4e42c78,beauty_health,2
320ecf6854e14e86b022c562c759b713,bed_bath_table,2
325c8590cc232d3faa8e49c293e7ea2c,fashion_bags_accessories,2
32638fbca8d1a197e649fd5138e12049,furniture_decor,2
3263e5243c28ebe706f7500cf88054ad,furniture_decor,2
32744f120083b73a94a86096a61ca1c8,bed_bath_table,2
32b719ae1cbb8bd2e7a59704cdd4146f,beauty_health,2
32bdee71c41b3a7d0426d858a8c2d821,consoles_games,2
32e943adb1bf8c4ed11dfb4e6ee5aea2,bed_bath_table,2
33003aadf0df6db944ffc35137a4573b,automotive,2
330e2bf62773e756f26a7b39ca758c08,bed_bath_table,2
3311bcf8b85d70179b7a3addec72e5cb,baby,2
